freq (Hz),ISL (dB)
19861.7,11.461
19862.4,11.8113
19863,12.6897
19863.7,12.086
19864.4,11.5534
19865.1,12.3697
19865.7,12.2164
19866.4,10.8353
19867.1,11.4409
19867.7,11.6447
19868.4,11.7359
19869.1,12.2954
19869.8,11.7797
19870.4,12.1916
19871.1,11.7367
19871.8,10.9254
19872.5,11.2615
19873.1,12.2977
19873.8,12.3141
19874.5,12.6333
19875.1,12.5781
19875.8,12.1149
19876.5,11.8945
19877.2,11.7327
19877.8,11.1865
19878.5,11.8429
19879.2,11.9903
19879.9,12.5704
19880.5,11.1864
19881.2,12.1322
19881.9,11.7925
19882.5,11.907
19883.2,10.6262
19883.9,11.984
19884.6,11.7999
19885.2,11.8735
19885.9,11.5314
19886.6,11.9928
19887.3,11.676
19887.9,12.4367
19888.6,12.1487
19889.3,12.5833
19890,11.9204
19890.6,11.7141
19891.3,11.8511
19892,11.4276
19892.6,11.5808
19893.3,12.009
19894,11.4367
19894.7,11.7169
19895.3,11.911
19896,11.3229
19896.7,11.0214
19897.4,11.8105
19898,11.9694
19898.7,12.1353
19899.4,12.1398
19900,12.054
19900.7,12.6742
19901.4,11.211
19902.1,12.076
19902.7,12.1035
19903.4,11.2418
19904.1,11.7166
19904.8,11.2849
19905.4,11.043
19906.1,12.0209
19906.8,11.8806
19907.4,11.899
19908.1,11.7075
19908.8,11.9781
19909.5,11.6481
19910.1,11.4783
19910.8,12.0366
19911.5,12.1567
19912.2,11.7185
19912.8,11.4857
19913.5,12.2867
19914.2,11.3615
19914.8,10.7829
19915.5,11.469
19916.2,12.0276
19916.9,12.3383
19917.5,11.7091
19918.2,11.0496
19918.9,11.2649
19919.6,12.0933
19920.2,12.1817
19920.9,12.5622
19921.6,13.1009
19922.3,11.1975
19922.9,11.0344
19923.6,11.4919
19924.3,10.7455
19924.9,11.1108
19925.6,11.7639
19926.3,12.5571
19927,11.4522
19927.6,11.0358
19928.3,11.1648
19929,10.9652
19929.7,11.5886
19930.3,11.9582
19931,12.2259
19931.7,11.2365
19932.3,10.8668
19933,10.7462
19933.7,11.6335
19934.4,12.7882
19935,11.6632
19935.7,10.9402
19936.4,12.0506
19937.1,11.9223
19937.7,11.9456
19938.4,12.5094
19939.1,12.8184
19939.7,11.7715
19940.4,11.5845
19941.1,11.7082
19941.8,10.968
19942.4,12.4601
19943.1,12.2958
19943.8,12.4193
19944.5,11.686
19945.1,11.3827
19945.8,11.7996
19946.5,11.6378
19947.1,11.8336
19947.8,12.3646
19948.5,12.5512
19949.2,12.0368
19949.8,11.0079
19950.5,10.8484
19951.2,11.4837
19951.9,12.3162
19952.5,12.3525
19953.2,11.2011
19953.9,12.1545
19954.6,11.8759
19955.2,11.8208
19955.9,11.7669
19956.6,10.7533
19957.2,11.3926
19957.9,12.2781
19958.6,11.918
19959.3,11.8669
19959.9,11.9004
19960.6,11.9203
19961.3,11.278
19962,11.7793
19962.6,11.9743
19963.3,12.426
19964,12.24
19964.6,11.9538
19965.3,11.8747
19966,12.2054
19966.7,11.0427
19967.3,11.519
19968,11.7833
19968.7,12.1524
19969.4,11.8049
19970,11.2252
19970.7,11.1986
19971.4,11.9708
19972,12.4096
19972.7,12.3784
19973.4,12.4072
19974.1,11.5409
19974.7,12.0481
19975.4,12.7264
19976.1,12.3393
19976.8,11.2798
19977.4,11.3733
19978.1,11.7411
19978.8,12.3779
19979.4,11.7154
19980.1,12.1485
19980.8,13.1389
19981.5,12.1582
19982.1,12.169
19982.8,12.1846
19983.5,11.5277
19984.2,12.2749
19984.8,11.1943
19985.5,11.1704
19986.2,11.3151
19986.8,11.7044
19987.5,11.9084
19988.2,11.9449
19988.9,11.5126
19989.5,12.2541
19990.2,12.2372
19990.9,12.5556
19991.6,12.5918
19992.2,11.7196
19992.9,11.8476
19993.6,11.6428
19994.3,10.8085
19994.9,10.6484
19995.6,12.0248
19996.3,11.6213
19996.9,11.2132
19997.6,11.707
19998.3,12.0373
19999,12.5173
19999.6,12.289
20000.3,11.5152
20001,12.5294
20001.7,12.2621
20002.3,11.4898
20003,11.5884
20003.7,10.9063
20004.3,11.8752
20005,11.1705
20005.7,11.3565
20006.4,11.7005
20007,11.5093
20007.7,12.2411
20008.4,12.1285
20009.1,12.6006
20009.7,11.9022
20010.4,11.1683
20011.1,12.1686
20011.7,11.5422
20012.4,11.758
20013.1,11.9764
20013.8,11.7172
20014.4,11.7865
20015.1,11.9611
20015.8,11.3295
20016.5,11.9274
20017.1,12.6047
20017.8,11.6308
20018.5,11.6158
20019.1,11.6839
20019.8,12.2383
20020.5,11.4784
20021.2,11.271
20021.8,11.6592
20022.5,10.7684
20023.2,11.4066
20023.9,12.053
20024.5,12.4289
20025.2,11.5552
20025.9,11.5769
20026.6,11.6779
20027.2,11.9949
20027.9,12.004
20028.6,12.2575
20029.2,12.227
20029.9,12.055
20030.6,11.32
20031.3,11.7375
20031.9,12.3542
20032.6,12.5889
20033.3,12.3619
20034,12.2525
20034.6,11.5837
20035.3,11.2904
20036,11.9488
20036.6,12.4529
20037.3,11.8192
20038,11.6183
20038.7,11.6175
20039.3,12.4613
20040,11.4675
20040.7,11.2593
20041.4,11.2967
20042,11.4656
20042.7,12.1063
20043.4,11.7523
20044,11.5583
20044.7,12.0376
20045.4,11.72
20046.1,11.4832
20046.7,10.6201
20047.4,12.0509
20048.1,11.9358
20048.8,11.5139
20049.4,12.4931
20050.1,12.541
20050.8,11.8887
20051.4,12.2999
20052.1,11.4978
20052.8,11.7132
20053.5,11.575
20054.1,11.6942
20054.8,11.8635
20055.5,12.0059
20056.2,11.8397
20056.8,11.7027
20057.5,11.665
20058.2,11.4629
20058.9,11.428
20059.5,11.8125
20060.2,12.4166
20060.9,11.9881
20061.5,11.6647
20062.2,12.3471
20062.9,11.5597
20063.6,11.6883
20064.2,11.1216
20064.9,12.0534
20065.6,12.124
20066.3,12.1413
20066.9,12.054
20067.6,11.8994
20068.3,11.5533
20068.9,9.97802
20069.6,10.7356
20070.3,11.3551
20071,11.0315
20071.6,10.8875
20072.3,10.5852
20073,11.5759
20073.7,11.6697
20074.3,12.3191
20075,12.1178
20075.7,12.224
20076.3,11.8788
20077,11.3983
20077.7,11.357
20078.4,11.8278
20079,12.8212
20079.7,11.5869
20080.4,11.6436
20081.1,11.9646
20081.7,11.624
20082.4,11.5648
20083.1,11.4871
20083.7,11.9689
20084.4,12.0178
20085.1,12.5114
20085.8,11.781
20086.4,11.741
20087.1,11.7596
20087.8,11.5494
20088.5,11.9531
20089.1,12.1593
20089.8,11.0024
20090.5,11.0332
20091.2,11.3063
20091.8,11.1193
20092.5,10.775
20093.2,11.1323
20093.8,10.8807
20094.5,11.8283
20095.2,11.8757
20095.9,11.0512
20096.5,11.7527
20097.2,10.9328
20097.9,10.4577
20098.6,12.1881
20099.2,11.7687
20099.9,11.683
20100.6,11.7209
20101.2,12.5764
20101.9,12.4532
20102.6,11.9686
20103.3,11.6296
20103.9,12.1192
20104.6,12.0341
20105.3,12.1284
20106,11.9926
20106.6,11.7926
20107.3,10.8191
20108,11.2125
20108.6,11.3871
20109.3,11.9158
20110,12.4588
20110.7,11.9223
20111.3,12.1534
20112,11.5552
20112.7,11.3463
20113.4,12.3406
20114,12.0288
20114.7,11.8893
20115.4,11.7669
20116,11.6652
20116.7,12.3732
20117.4,11.3284
20118.1,12.2012
20118.7,12.0546
20119.4,12.271
20120.1,11.7282
20120.8,11.7153
20121.4,11.2614
20122.1,12.25
20122.8,11.8497
20123.5,12.393
20124.1,11.6141
20124.8,11.863
20125.5,12.0384
20126.1,12.5727
20126.8,12.1019
20127.5,12.2331
20128.2,11.8231
20128.8,11.984
20129.5,11.2519
20130.2,12.061
20130.9,12.2867
20131.5,11.5401
20132.2,11.6039
20132.9,11.7879
20133.5,11.9472
20134.2,11.4346
20134.9,11.3009
20135.6,11.9584
20136.2,11.9382
20136.9,10.9916
20137.6,11.6805
20138.3,12.2186
20138.9,11.665
20139.6,11.9291
20140.3,12.2537
20140.9,12.0602
20141.6,11.2118
20142.3,11.9822
20143,12.0195
20143.6,11.8492
20144.3,11.9574
20145,12.3985
20145.7,12.2278
20146.3,11.5042
20147,10.9214
20147.7,12.1718
20148.3,12.3107
20149,12.7632
20149.7,12.7639
20150.4,11.7191
20151,10.7109
20151.7,11.2046
20152.4,11.6065
20153.1,12.2857
20153.7,12.1051
20154.4,11.449
20155.1,11.3155
20155.8,11.5906
20156.4,11.1531
20157.1,11.5801
20157.8,10.7474
20158.4,11.7836
20159.1,11.9597
20159.8,11.8552
20160.5,12.3056
20161.1,12.093
20161.8,11.3309
20162.5,10.7466
20163.2,11.2251
20163.8,11.5544
20164.5,10.9916
20165.2,11.4054
20165.8,11.9513
20166.5,12.0342
20167.2,11.8366
20167.9,11.7243
20168.5,11.3495
20169.2,11.1661
20169.9,12.4564
20170.6,11.7403
20171.2,11.9203
20171.9,13.2244
20172.6,12.8265
20173.2,12.0662
20173.9,12.3391
20174.6,11.6469
20175.3,11.6249
20175.9,11.9527
20176.6,11.5926
20177.3,11.9228
20178,11.4892
20178.6,11.2082
20179.3,11.9873
20180,12.1713
20180.6,12.271
20181.3,11.9043
20182,11.275
20182.7,11.55
20183.3,12.5838
20184,12.515
20184.7,12.2351
20185.4,12.3499
20186,11.9598
20186.7,12.5515
20187.4,12.7162
20188.1,12.0264
20188.7,11.9872
20189.4,12.5019
20190.1,12.004
20190.7,11.9493
20191.4,12.4653
20192.1,11.8079
20192.8,11.5927
20193.4,11.7697
20194.1,12.376
20194.8,11.8749
20195.5,12.5681
20196.1,11.8454
20196.8,11.6652
20197.5,12.2268
20198.1,12.0868
20198.8,11.098
20199.5,11.9287
20200.2,12.4007
20200.8,12.0886
20201.5,12.1246
20202.2,11.9905
20202.9,12.1672
20203.5,11.1997
20204.2,11.8082
20204.9,12.2373
20205.5,11.6332
20206.2,11.9308
20206.9,11.3472
20207.6,12.0226
20208.2,11.9185
20208.9,10.6969
20209.6,11.7077
20210.3,12.3176
20210.9,12.417
20211.6,12.2293
20212.3,12.3056
20212.9,12.894
20213.6,12.2937
20214.3,11.9609
20215,11.5284
20215.6,11.7934
20216.3,12.3537
20217,11.5212
20217.7,11.2662
20218.3,11.3822
20219,12.6732
20219.7,11.5558
20220.4,11.4298
20221,11.4514
20221.7,10.3215
20222.4,11.4607
20223,11.2846
20223.7,11.3133
20224.4,11.4957
20225.1,12.1086
20225.7,11.2178
20226.4,10.9929
20227.1,10.9652
20227.8,12.2748
20228.4,12.9472
20229.1,12.5046
20229.8,11.8751
20230.4,12.0027
20231.1,11.9204
20231.8,11.9201
20232.5,11.2622
20233.1,10.8821
20233.8,12.1547
20234.5,11.6349
20235.2,12.7193
20235.8,11.5197
20236.5,11.6401
20237.2,11.7955
20237.8,12.2224
20238.5,11.7543
20239.2,11.858
20239.9,10.9544
20240.5,11.3021
20241.2,11.285
20241.9,11.2527
20242.6,11.5465
20243.2,12.332
20243.9,11.7249
20244.6,11.4853
20245.2,10.9916
20245.9,11.7597
20246.6,12.0313
20247.3,11.9995
20247.9,11.3264
20248.6,11.2258
20249.3,12.2003
20250,11.8383
20250.6,11.2812
20251.3,10.7216
20252,11.1271
20252.7,12.0149
20253.3,11.7397
20254,12.2232
20254.7,11.8681
20255.3,12.1608
20256,12.7348
20256.7,11.6443
20257.4,11.6427
20258,11.7581
20258.7,11.884
20259.4,11.0875
20260.1,11.555
20260.7,11.0397
20261.4,11.5587
20262.1,11.7061
20262.7,11.4086
20263.4,12.1108
20264.1,11.6765
20264.8,11.0137
20265.4,11.5972
20266.1,12.852
20266.8,12.1941
20267.5,10.6903
20268.1,11.4451
20268.8,11.5847
20269.5,12.3204
20270.1,11.6378
20270.8,11.3696
20271.5,11.839
20272.2,12.1633
20272.8,12.0376
20273.5,11.7842
20274.2,12.5879
20274.9,12.7238
20275.5,12.4008
20276.2,11.71
20276.9,11.5907
20277.5,11.9218
20278.2,11.4072
20278.9,11.6001
20279.6,11.8966
20280.2,11.3582
20280.9,11.6875
20281.6,11.8423
20282.3,11.5057
20282.9,11.5776
20283.6,11.9709
20284.3,11.261
20285,10.8358
20285.6,12.0403
20286.3,11.4218
20287,11.6103
20287.6,11.969
20288.3,11.9249
20289,12.2624
20289.7,12.3197
20290.3,12.1226
20291,12.0091
20291.7,11.6966
20292.4,12.3964
20293,11.4259
20293.7,11.3554
20294.4,12.3604
20295,12.9676
20295.7,11.9543
20296.4,12.0473
20297.1,11.6432
20297.7,11.8958
20298.4,12.214
20299.1,11.2129
20299.8,10.7022
20300.4,11.7582
20301.1,12.6487
20301.8,12.0742
20302.4,11.8463
20303.1,11.3791
20303.8,11.5859
20304.5,12.4303
20305.1,11.4903
20305.8,11.719
20306.5,11.7642
20307.2,11.955
20307.8,11.733
20308.5,12.5693
20309.2,12.3127
20309.8,12.3197
20310.5,10.7496
20311.2,11.032
20311.9,12.5993
20312.5,11.5949
20313.2,11.1499
20313.9,12.1284
20314.6,12.4817
20315.2,11.9678
20315.9,11.6918
20316.6,11.2749
20317.3,11.8856
20317.9,12.1933
20318.6,11.6001
20319.3,11.8066
20319.9,12.1567
20320.6,11.3934
20321.3,10.9662
20322,12.0138
20322.6,12.0343
20323.3,11.3542
20324,12.0847
20324.7,11.9312
20325.3,11.617
20326,12.5473
20326.7,12.388
20327.3,11.8176
20328,11.3341
20328.7,11.5448
20329.4,11.1361
20330,12.0979
20330.7,12.1948
20331.4,11.3838
20332.1,11.0143
20332.7,11.9399
20333.4,11.6229
20334.1,11.9213
20334.7,12.4648
20335.4,12.405
20336.1,12.0975
20336.8,11.7155
20337.4,11.1615
20338.1,11.4593
20338.8,11.9625
20339.5,11.9882
20340.1,12.0643
20340.8,12.0814
20341.5,11.8334
20342.1,11.8347
20342.8,11.5565
20343.5,11.6823
20344.2,11.4806
20344.8,11.801
20345.5,11.5906
20346.2,11.608
20346.9,11.3984
20347.5,12.2058
20348.2,11.4877
20348.9,11.7741
20349.5,11.5445
20350.2,11.3896
20350.9,12.5679
20351.6,11.8187
20352.2,12.1605
20352.9,12.4404
20353.6,11.9505
20354.3,11.6686
20354.9,10.9821
20355.6,11.6905
20356.3,12.3347
20357,11.9384
20357.6,11.026
20358.3,12.4047
20359,12.8749
20359.6,12.6673
20360.3,11.6848
20361,12.267
20361.7,11.8622
20362.3,11.6525
20363,11.6503
20363.7,12.283
20364.4,11.9509
20365,11.6775
20365.7,11.5568
20366.4,11.2267
20367,11.4137
20367.7,11.1382
20368.4,11.6772
20369.1,11.979
20369.7,12.1339
20370.4,12.6863
20371.1,11.9577
20371.8,11.7366
20372.4,11.3398
20373.1,11.6729
20373.8,11.9758
20374.4,11.9662
20375.1,11.3359
20375.8,12.1225
20376.5,11.6526
20377.1,11.636
20377.8,11.4867
20378.5,12.4749
20379.2,11.9921
20379.8,11.8533
20380.5,11.8046
20381.2,11.2296
20381.8,11.8477
20382.5,11.6786
20383.2,11.639
20383.9,11.6275
20384.5,11.7561
20385.2,11.1729
20385.9,12.1268
20386.6,11.0379
20387.2,10.5269
20387.9,11.3663
20388.6,11.7658
20389.3,11.6268
20389.9,11.0222
20390.6,12.179
20391.3,11.9164
20391.9,11.6214
20392.6,12.7556
20393.3,11.8092
20394,10.7757
20394.6,11.2573
20395.3,11.561
20396,12.3213
20396.7,12.2708
20397.3,11.5784
20398,11.5236
20398.7,11.1719
20399.3,11.8522
20400,11.7339
20400.7,11.592
20401.4,11.9746
20402,11.8924
20402.7,11.937
20403.4,11.7207
20404.1,11.3484
20404.7,10.0152
20405.4,11.4284
20406.1,11.6468
20406.7,11.5671
20407.4,11.4266
20408.1,11.5872
20408.8,11.0826
20409.4,11.5693
20410.1,12.1867
20410.8,12.2734
20411.5,12.5136
20412.1,12.2454
20412.8,11.8964
20413.5,10.557
20414.1,10.9972
20414.8,11.6094
20415.5,11.5756
20416.2,11.7281
20416.8,11.3432
20417.5,10.9248
20418.2,10.9775
20418.9,11.2792
20419.5,12.576
20420.2,12.9223
20420.9,11.0253
20421.6,10.8114
20422.2,10.8909
20422.9,11.239
20423.6,11.8302
20424.2,11.4531
20424.9,11.1187
20425.6,11.2887
20426.3,11.3481
20426.9,11.6939
20427.6,11.9921
20428.3,11.4294
20429,11.7895
20429.6,11.8952
20430.3,11.6326
20431,12.4342
20431.6,11.8412
20432.3,11.8712
20433,11.813
20433.7,12.0011
20434.3,11.6199
20435,11.7211
20435.7,12.1939
20436.4,11.0449
20437,11.3967
20437.7,11.814
20438.4,11.368
20439,11.4833
20439.7,11.7121
20440.4,10.6836
20441.1,11.7072
20441.7,11.2222
20442.4,11.4563
20443.1,11.097
20443.8,11.2334
20444.4,11.7978
20445.1,12.1305
20445.8,12.033
20446.4,12.8694
20447.1,12.0759
20447.8,11.7405
20448.5,12.0566
20449.1,11.7393
20449.8,11.5822
20450.5,11.9555
20451.2,12.2681
20451.8,11.3497
20452.5,11.9328
20453.2,12.0897
20453.9,11.8788
20454.5,11.9606
20455.2,12.3699
20455.9,12.5754
20456.5,11.701
20457.2,12.9916
20457.9,12.6132
20458.6,11.8694
20459.2,11.2805
20459.9,11.8628
20460.6,11.9005
20461.3,10.9153
20461.9,10.5161
20462.6,11.0542
20463.3,11.6227
20463.9,12.1306
20464.6,11.7471
20465.3,11.2302
20466,11.4681
20466.6,12.1945
20467.3,12.1943
20468,11.1738
20468.7,12.0514
20469.3,12.0199
20470,11.9249
20470.7,11.8664
20471.3,11.8604
20472,11.6898
20472.7,11.5025
20473.4,11.4908
20474,11.7853
20474.7,11.9274
20475.4,11.6015
20476.1,11.0682
20476.7,12.377
20477.4,12.2415
20478.1,11.7649
20478.7,12.2996
20479.4,11.4554
20480.1,11.0714
20480.8,11.2409
20481.4,11.4516
20482.1,11.0839
20482.8,11.7582
20483.5,11.7378
20484.1,12.3274
20484.8,11.483
20485.5,12.2864
20486.2,11.3443
20486.8,11.7672
20487.5,11.9493
20488.2,11.7631
20488.8,11.7304
20489.5,11.6464
20490.2,11.5087
20490.9,11.7626
20491.5,12.7602
20492.2,12.0756
20492.9,12.2974
20493.6,11.8362
20494.2,12.3629
20494.9,12.0169
20495.6,11.8459
20496.2,11.5981
20496.9,12.0616
20497.6,12.5671
20498.3,12.7176
20498.9,11.5101
20499.6,11.6632
20500.3,11.4016
20501,10.58
20501.6,11.8077
20502.3,12.4895
20503,11.6477
20503.6,11.7126
20504.3,11.4278
20505,10.4887
20505.7,11.3582
20506.3,11.47
20507,12.2011
20507.7,11.9424
20508.4,11.9877
20509,11.7525
20509.7,11.7666
20510.4,11.5306
20511,12.1412
20511.7,12.462
20512.4,11.8346
20513.1,11.9947
20513.7,11.0574
20514.4,11.531
20515.1,11.7856
20515.8,12.508
20516.4,12.1924
20517.1,11.8105
20517.8,11.6348
20518.5,11.4266
20519.1,12.7449
20519.8,11.6942
20520.5,11.0074
20521.1,11.2645
20521.8,11.9468
20522.5,12.0422
20523.2,11.3421
20523.8,12.9598
20524.5,12.0943
20525.2,11.9294
20525.9,12.7134
20526.5,13.106
20527.2,12.8513
20527.9,12.5008
20528.5,11.9341
20529.2,12.3369
20529.9,11.4777
20530.6,11.4144
20531.2,11.8403
20531.9,12.0921
20532.6,12.0961
20533.3,10.7076
20533.9,11.5679
20534.6,11.8842
20535.3,11.8371
20535.9,11.0388
20536.6,11.4287
20537.3,11.4299
20538,12.5155
20538.6,11.9595
20539.3,12.2188
20540,12.3807
20540.7,11.3043
20541.3,12.2583
20542,12.2658
20542.7,12.2392
20543.3,11.0302
20544,11.6749
20544.7,11.8391
20545.4,12.4564
20546,10.7045
20546.7,11.6819
20547.4,11.3363
20548.1,11.6332
20548.7,11.6253
20549.4,11.5813
20550.1,11.6516
20550.8,11.5422
20551.4,10.9501
20552.1,11.0749
20552.8,11.2139
20553.4,11.5236
20554.1,11.2688
20554.8,11.6078
20555.5,11.7288
20556.1,12.0214
20556.8,11.42
20557.5,12.2145
20558.2,12.103
20558.8,10.8268
20559.5,11.0977
20560.2,11.0217
20560.8,10.9538
20561.5,11.9515
20562.2,11.8766
20562.9,11.7887
20563.5,11.9959
20564.2,12.0536
20564.9,11.7982
20565.6,11.625
20566.2,11.2496
20566.9,11.4152
20567.6,11.513
20568.2,11.1476
20568.9,11.6031
20569.6,11.4097
20570.3,12.2298
20570.9,11.7542
20571.6,11.9929
20572.3,12.0946
20573,12.3176
20573.6,12.2248
20574.3,11.2987
20575,12.0402
20575.6,12.0691
20576.3,11.9119
20577,11.6542
20577.7,11.4933
20578.3,10.497
20579,11.1651
20579.7,11.6223
20580.4,11.1079
20581,11.3672
20581.7,12.2496
20582.4,11.9653
20583.1,11.6334
20583.7,11.7051
20584.4,12.6036
20585.1,12.4022
20585.7,12.1477
20586.4,12.6749
20587.1,11.8924
20587.8,12.4307
20588.4,12.0255
20589.1,11.1197
20589.8,11.2817
20590.5,11.6675
20591.1,11.4185
20591.8,10.9592
20592.5,11.4242
20593.1,11.8559
20593.8,11.9295
20594.5,12.0343
20595.2,12.1786
20595.8,11.5081
20596.5,11.4623
20597.2,11.8466
20597.9,11.8954
20598.5,11.946
20599.2,11.2151
20599.9,12.7547
20600.5,11.7023
20601.2,10.4569
20601.9,11.4972
20602.6,11.2118
20603.2,12.1465
20603.9,11.5973
20604.6,12.087
20605.3,10.7978
20605.9,11.2754
20606.6,12.5142
20607.3,13.0354
20607.9,12.2143
20608.6,12.5319
20609.3,12.9357
20610,12.0345
20610.6,12.2578
20611.3,11.8646
20612,12.0094
20612.7,12.0397
20613.3,11.504
20614,12.2525
20614.7,12.8163
20615.4,12.2261
20616,11.511
20616.7,11.4254
20617.4,12.0144
20618,11.9632
20618.7,12.6947
20619.4,12.3686
20620.1,11.3837
20620.7,11.7732
20621.4,11.4558
20622.1,11.7187
20622.8,11.997
20623.4,11.9196
20624.1,11.371
20624.8,12.6292
20625.4,12.1607
20626.1,11.6208
20626.8,11.598
20627.5,12.5225
20628.1,11.8751
20628.8,11.4388
20629.5,11.4039
20630.2,12.1695
20630.8,11.853
20631.5,11.3057
20632.2,12.0886
20632.8,11.7979
20633.5,11.266
20634.2,11.682
20634.9,11.735
20635.5,11.9546
20636.2,11.7958
20636.9,11.4965
20637.6,11.6701
20638.2,10.7669
20638.9,11.3786
20639.6,10.9617
20640.2,11.5268
20640.9,11.1262
20641.6,11.4674
20642.3,11.9665
20642.9,12.5031
20643.6,12.0041
20644.3,11.6199
20645,12.5378
20645.6,12.4873
20646.3,12.2703
20647,12.2421
20647.7,12.5137
20648.3,11.3836
20649,11.772
20649.7,11.9142
20650.3,10.5467
20651,11.7009
20651.7,12.1236
20652.4,11.8848
20653,11.3858
20653.7,10.9564
20654.4,11.5921
20655.1,12.4421
20655.7,10.7253
20656.4,10.8505
20657.1,11.8299
20657.7,11.4438
20658.4,12.026
20659.1,12.1526
20659.8,12.5526
20660.4,12.0556
20661.1,12.4124
20661.8,12.0058
20662.5,12.4635
20663.1,12.1968
20663.8,11.5441
20664.5,10.5048
20665.1,11.7416
20665.8,12.3427
20666.5,12.0392
20667.2,11.1152
20667.8,11.1736
20668.5,11.3086
20669.2,11.9788
20669.9,11.1524
20670.5,11.2415
20671.2,11.8781
20671.9,12.3612
20672.5,11.8873
20673.2,11.9804
20673.9,11.8834
20674.6,12.5145
20675.2,11.7393
20675.9,11.5784
20676.6,11.7636
20677.3,12.1193
20677.9,11.3687
20678.6,12.0941
20679.3,11.8071
20679.9,11.8024
20680.6,11.4852
20681.3,11.6991
20682,11.2242
20682.6,10.8438
20683.3,11.5801
20684,11.7856
20684.7,11.9394
20685.3,12.1359
20686,11.5
20686.7,12.2129
20687.4,12.4936
20688,11.2228
20688.7,10.7801
20689.4,10.8116
20690,11.5093
20690.7,11.6817
20691.4,11.9434
20692.1,11.0643
20692.7,11.8074
20693.4,12.3553
20694.1,11.8485
20694.8,11.7997
20695.4,12.0544
20696.1,11.2989
20696.8,11.1426
20697.4,11.4671
20698.1,11.5004
20698.8,11.8924
20699.5,12.2662
20700.1,11.6677
20700.8,11.3346
20701.5,11.5244
20702.2,10.5739
20702.8,11.8493
20703.5,12.0726
20704.2,11.4717
20704.8,11.9219
20705.5,11.9162
20706.2,11.7183
20706.9,11.8535
20707.5,11.1389
20708.2,12.0846
20708.9,12.1536
20709.6,11.7213
20710.2,11.2861
20710.9,11.7294
20711.6,12.8338
20712.2,12.2979
20712.9,11.9386
20713.6,12.2922
20714.3,12.1566
20714.9,11.8702
20715.6,12.2437
20716.3,11.9818
20717,10.8519
20717.6,11.1001
20718.3,12.96
20719,12.2196
20719.7,11.5108
20720.3,11.7233
20721,11.4267
20721.7,11.7815
20722.3,12.0606
20723,11.2549
20723.7,11.4704
20724.4,12.2359
20725,12.0463
20725.7,11.7947
20726.4,11.6219
20727.1,11.6239
20727.7,11.3906
20728.4,12.136
20729.1,12.0609
20729.7,11.68
20730.4,12.2517
20731.1,12.8545
20731.8,12.1184
20732.4,12.582
20733.1,11.5165
20733.8,11.5908
20734.5,11.6411
20735.1,11.4358
20735.8,12.2275
20736.5,11.4892
20737.1,11.7227
20737.8,11.8727
20738.5,11.7572
20739.2,10.5926
20739.8,12.2994
20740.5,11.9461
20741.2,11.7397
20741.9,12.095
20742.5,11.5823
20743.2,10.4459
20743.9,10.8839
20744.5,11.2316
20745.2,11.5637
20745.9,11.0003
20746.6,10.8604
20747.2,12.1792
20747.9,11.9081
20748.6,12.2495
20749.3,11.3905
20749.9,11.6682
20750.6,12.9711
20751.3,11.7887
20752,11.6177
20752.6,10.8548
20753.3,10.843
20754,11.9514
20754.6,11.3301
20755.3,11.6918
20756,11.8441
20756.7,10.4462
20757.3,11.712
20758,11.8754
20758.7,11.1565
20759.4,11.0478
20760,11.8188
20760.7,11.8928
20761.4,11.4935
20762,11.693
20762.7,12.1328
20763.4,12.0727
20764.1,11.7033
20764.7,11.7512
20765.4,11.8345
20766.1,11.8927
20766.8,12.0968
20767.4,12.1428
20768.1,11.4182
20768.8,12.6276
20769.4,11.7179
20770.1,12.2445
20770.8,12.0744
20771.5,11.9919
20772.1,11.6011
20772.8,11.9915
20773.5,12.1189
20774.2,11.4616
20774.8,11.2446
20775.5,11.0373
20776.2,12.3283
20776.8,12.181
20777.5,11.5062
20778.2,11.9831
20778.9,12.3553
20779.5,12.2428
20780.2,11.3366
20780.9,12.0365
20781.6,11.6495
20782.2,11.3586
20782.9,11.5425
20783.6,11.4225
20784.3,11.9008
20784.9,12.3484
20785.6,12.5867
20786.3,11.3325
20786.9,11.3105
20787.6,11.6278
20788.3,11.7689
20789,13.2122
20789.6,12.3008
20790.3,11.7456
20791,11.3192
20791.7,12.1049
20792.3,11.8929
20793,11.8044
20793.7,11.8282
20794.3,12.0538
20795,11.5816
20795.7,11.8506
20796.4,12.3701
20797,12.227
20797.7,12.3576
20798.4,12.421
20799.1,11.0517
20799.7,12.3503
20800.4,12.6762
20801.1,12.0614
20801.7,11.8018
20802.4,11.4849
20803.1,10.8693
20803.8,11.2667
20804.4,11.5876
20805.1,12.1144
20805.8,11.9289
20806.5,12.4255
20807.1,12.0971
20807.8,12.0966
20808.5,11.5546
20809.1,11.3934
20809.8,11.7942
20810.5,11.9304
20811.2,12.1561
20811.8,12.3899
20812.5,12.1237
20813.2,11.7789
20813.9,12.5157
20814.5,11.9663
20815.2,11.6721
20815.9,11.4335
20816.6,11.8694
20817.2,11.5363
20817.9,11.5241
20818.6,11.6575
20819.2,12.0739
20819.9,11.5765
20820.6,11.6346
20821.3,11.4235
20821.9,11.5637
20822.6,12.2185
20823.3,12.151
20824,12.3152
20824.6,12.3042
20825.3,11.817
20826,12.1184
20826.6,11.7488
20827.3,11.6901
20828,11.3872
20828.7,11.4886
20829.3,11.9353
20830,11.7678
20830.7,11.6488
